id,trigger,conditions,script,text,options,notes
IndEvo_SelectAdminForStorageRemoval,IndEvo_AcademyBaseMenu,IndEvo_CreatePersonSelectionList RETRIEVE ADMIN check,,,6:IndEvo_personSelector_admin_retrieve:Retrieve Administrator,
IndEvo_SelectAdminForStorageRemoval_FAILURE,IndEvo_AcademyBaseMenu,!IndEvo_CreatePersonSelectionList RETRIEVE ADMIN check,"SetEnabled IndEvo_personSelector_admin_retrieve false
SetTooltip IndEvo_personSelector_admin_retrieve ""You do not have any administrators stored here.""",,6:IndEvo_personSelector_admin_retrieve:Retrieve Administrator,
IndEvo_personSelector_admin_retrieve,DialogOptionSelected,$option ==  IndEvo_personSelector_admin_retrieve,"IndEvo_CreatePersonSelectionList RETRIEVE ADMIN
IndEvo_DesignateSubListPageToLoad set 1
IndEvo_DisplaySubListPage $IndEvo_subListPage",Select a person,,
#END Admin Storage,,,,,,
,,,,,,
# Person Selector sublist handling,,,,,,
IndEvo_MovePersonOption_fleet,DialogOptionSelected,$option ==  IndEvo_MovePersonOption_fleet,"IndEvo_MovePerson fleet
FireAll IndEvo_AcademyBaseMenu","Training aborted, the person has been moved to the fleet.",,
IndEvo_MovePersonOption_storage,DialogOptionSelected,$option ==  IndEvo_MovePersonOption_storage,"IndEvo_MovePerson storage
FireAll IndEvo_AcademyBaseMenu","Training aborted, the person has been moved to storage.",,
IndEvo_MovePersonOption,DialogOptionSelected,$option ==  IndEvo_MovePersonOption,"IndEvo_MovePerson
FireAll IndEvo_AcademyBaseMenu",,,
IndEvo_personSelector_LoadCurrent,DialogOptionSelected,$option ==  IndEvo_personSelector_LoadCurrent,IndEvo_DisplaySubListPage $IndEvo_subListPage,Select a person,,
IndEvo_personSelector_TriggerNext,DialogOptionSelected,$option ==  IndEvo_personSelector_TriggerNext,"IndEvo_DesignateSubListPageToLoad next
IndEvo_DisplaySubListPage $IndEvo_subListPage",Select a person,,
IndEvo_personSelector_TriggerPrevious,DialogOptionSelected,$option ==  IndEvo_personSelector_TriggerPrevious,"IndEvo_DesignateSubListPageToLoad prev
IndEvo_DisplaySubListPage $IndEvo_subListPage",Select a person,,
IndEvo_personWasSelected,DialogOptionSelected,IndEvo_OptionStartsWith IndEvo_SelectPerson_ $option,IndEvo_DisplayPersonActionPanel,What would you like to do?,,
#END Person Selector sublist handling,,,,,,
#END Academy,,,,,,
,,,,,,
# Rift Generator,,,,,,
IndEvo_RiftTarget_COLONY,IndEvo_RiftGenTargetOptions,IndEvo_MoreThanTwoColonies,,,1:IndEvo_RiftTarget_COLONY_panel:Move towards other colony,
IndEvo_RiftTarget_COLONY_disabled,IndEvo_RiftGenTargetOptions,!IndEvo_MoreThanTwoColonies,"SetEnabled IndEvo_RiftTarget_COLONY_panel false
SetTooltip IndEvo_RiftTarget_COLONY_panel ""You do not have another colonized star system.""",,1:IndEvo_RiftTarget_COLONY_panel:Move towards other colony,
IndEvo_RiftTarget_CORE,IndEvo_RiftGenTargetOptions,,,,2:IndEvo_RiftTarget_CORE_panel:Move towards the core systems,
IndEvo_RiftTarget_FRINGE,IndEvo_RiftGenTargetOptions,,,,3:IndEvo_RiftTarget_FRINGE_panel:Move towards the fringe,
IndEvo_RiftTarget_RANDOM,IndEvo_RiftGenTargetOptions,,,,4:IndEvo_RiftTarget_RANDOM_panel:Move into a random direction,
IndEvo_RiftTarget_return,IndEvo_RiftGenTargetOptions,,"SetShortcut IndEvo_SelectreturnToMenu ""ESCAPE""",,9:IndEvo_SelectreturnToMenu:Return,
IndEvo_RiftTarget_COLONY_panel,DialogOptionSelected,$option == IndEvo_RiftTarget_COLONY_panel,,"Setting up a targeting device on another planet allows the Generator to plot a course towards it. 

This will move the planet towards the your closest colony in another system.","1:IndEvo_RiftTarget_COLONY_init:Initiate the Rift
2:IndEvo_IntitiateRiftGenMenu:Return",
IndEvo_RiftTarget_CORE_panel,DialogOptionSelected,$option == IndEvo_RiftTarget_CORE_panel,,"Setting the target to the largest blips on the displays will plot a course towards the core worlds. 

This will move the planet towards the core worlds.","1:IndEvo_RiftTarget_CORE_init:Initiate the Rift
2:IndEvo_IntitiateRiftGenMenu:Return",
IndEvo_RiftTarget_FRINGE_panel,DialogOptionSelected,$option == IndEvo_RiftTarget_FRINGE_panel,,"Targeting the space in the opposite direction of the activity blips will plot a course away from the core.

This will move the planet towards the fringe of the sector.","1:IndEvo_RiftTarget_FRINGE_init:Initiate the Rift
2:IndEvo_IntitiateRiftGenMenu:Return",
IndEvo_RiftTarget_RANDOM_panel,DialogOptionSelected,$option == IndEvo_RiftTarget_RANDOM_panel,,"The engineer starts mashing seemingly random buttons. He does not seem to know what he is doing. Did he just drool on that panel? 

Just pull the lever, you know you want it.","1:IndEvo_RiftTarget_RANDOM_init:Pull the lever
2:IndEvo_IntitiateRiftGenMenu:Chicken out",
,,,,,,
IndEvo_RiftTarget_COLONY_init,DialogOptionSelected,$option == IndEvo_RiftTarget_COLONY_init,"IndEvo_RiftInit COLONY
$menuState = main 0
FireAll PopulateOptions","Ancient relays click into place. The crackling of raw energy drowns out any other sound as the machinery spools up, preparing for a jump.",,
IndEvo_RiftTarget_CORE_init,DialogOptionSelected,$option == IndEvo_RiftTarget_CORE_init,"IndEvo_RiftInit CORE
$menuState = main 0
FireAll PopulateOptions","Ancient relays click into place. The crackling of raw energy drowns out any other sound as the machinery spools up, preparing for a jump.",,
IndEvo_RiftTarget_FRINGE_init,DialogOptionSelected,$option == IndEvo_RiftTarget_FRINGE_init,"IndEvo_RiftInit FRINGE
$menuState = main 0
FireAll PopulateOptions","Ancient relays click into place. The crackling of raw energy drowns out any other sound as the machinery spools up, preparing for a jump.",,
IndEvo_RiftTarget_RANDOM_init,DialogOptionSelected,$option == IndEvo_RiftTarget_RANDOM_init,"IndEvo_RiftInit RANDOM
$menuState = main 0
FireAll PopulateOptions","You time the pull for dramatic effect. Whatever the guy was doing with the control console, it is probably less important than having style.

There is a muted explosion in another room.",,
,,,,,,
# Rift Base Menu,,,,,,
IndEvo_RiftControlMenuPoint,PopulateOptions,"$hasMarket
$menuState == main
IndEvo_marketIsPlayerOwned
IndEvo_marketHasIndustry IndEvo_RiftGen
!IndEvo_requiresColonyMenuPoint
IndEvo_GeneratorReadyToFire
IndEvo_GeneratorAllowedToFire",,,99:IndEvo_IntitiateRiftGenMenu:Rift Generator Control,
IndEvo_RiftControlMenuPoint2,IndEvo_ColonyOptionPoint,"IndEvo_marketHasIndustry IndEvo_RiftGen
IndEvo_GeneratorReadyToFire
IndEvo_GeneratorAllowedToFire
IndEvo_marketIsPlayerOwned",,,3:IndEvo_IntitiateRiftGenMenu:Rift Generator Control,
IndEvo_RiftControlMenuPoint_disabled,PopulateOptions,"$hasMarket
$menuState == main
IndEvo_marketIsPlayerOwned
IndEvo_marketHasIndustry IndEvo_RiftGen
!IndEvo_requiresColonyMenuPoint
!IndEvo_GeneratorReadyToFire
IndEvo_GeneratorAllowedToFire","SetEnabled IndEvo_IntitiateRiftGenMenu false
SetTooltip IndEvo_IntitiateRiftGenMenu ""The Rift Generator is not ready to fire yet.""",,99:IndEvo_IntitiateRiftGenMenu:Rift Generator Control,
IndEvo_RiftControlMenuPoint2_disabled,IndEvo_ColonyOptionPoint,"IndEvo_marketHasIndustry IndEvo_RiftGen
!IndEvo_GeneratorReadyToFire
IndEvo_GeneratorAllowedToFire
IndEvo_marketIsPlayerOwned","SetEnabled IndEvo_IntitiateRiftGenMenu false
SetTooltip IndEvo_IntitiateRiftGenMenu ""The Rift Generator is not ready to fire yet.""",,3:IndEvo_IntitiateRiftGenMenu:Rift Generator Control,
IndEvo_RiftControlMenuPoint_disabled2,PopulateOptions,"$hasMarket
$menuState == main
IndEvo_marketIsPlayerOwned
IndEvo_marketHasIndustry IndEvo_RiftGen
!IndEvo_requiresColonyMenuPoint
!IndEvo_GeneratorAllowedToFire
IndEvo_marketIsPlayerOwned","SetEnabled IndEvo_IntitiateRiftGenMenu false
SetTooltip IndEvo_IntitiateRiftGenMenu ""There is an entity disrupting the targeting process, prohibiting the Generator from firing. It is probably something in orbit around the planet.""",,99:IndEvo_IntitiateRiftGenMenu:Rift Generator Control,
IndEvo_RiftControlMenuPoint2_disabled2,IndEvo_ColonyOptionPoint,"IndEvo_marketHasIndustry IndEvo_RiftGen
!IndEvo_GeneratorAllowedToFire
IndEvo_marketIsPlayerOwned","SetEnabled IndEvo_IntitiateRiftGenMenu false
SetTooltip IndEvo_IntitiateRiftGenMenu ""There is an entity disrupting the targeting process, prohibiting the Generator from firing. It is probably something in orbit around the planet.""",,3:IndEvo_IntitiateRiftGenMenu:Rift Generator Control,
IndEvo_IntitiateRiftGenMenu,DialogOptionSelected,$option == IndEvo_IntitiateRiftGenMenu,FireAll IndEvo_RiftGenTargetOptions,"The claustrophobic control center, while restored, still looks ancient. A seemingly permanent layer of dust covers the alien looking control panels, dimming the light emitted by hundreds of gauges and indicators. It is unclear if they are actually working.

The lead engineer stops beating a display with a wrench as you enter.",,
#END Rift Base Menu,,,,,,
#END Rift Generator,,,,,,
,,,,,,
# Shipping Port,,,,,,
IndEvo_ShippingMenuPoint,PopulateOptions,"$hasMarket
$menuState == main
IndEvo_marketIsPlayerOwned
IndEvo_marketHasIndustry IndEvo_PrivatePort
!IndEvo_requiresColonyMenuPoint",,,99:IndEvo_IntitiateShippingMenu:Visit the Shipping Port,
IndEvo_ShippingMenuPoint2,IndEvo_ColonyOptionPoint,"IndEvo_marketHasIndustry IndEvo_PrivatePort
IndEvo_marketIsPlayerOwned",,,3:IndEvo_IntitiateShippingMenu:Visit the Shipping Port,
IndEvo_IntitiateShippingMenu,DialogOptionSelected,$option == IndEvo_IntitiateShippingMenu,CourierPortDialoguePlugin,,,
IndEvo_CommrelayShippingPoint,COB_AddOptions,"$tag:comm_relay
!$objectiveNonFunctional
CourierPortIsDisplayInRelay",,,9:IndEvo_COB_shipping:Contact a Courier Port,
IndEvo_COB_shipping,DialogOptionSelected,$option == IndEvo_COB_shipping,CourierPortDialoguePlugin,,,
#END Shipping Port,,,,,,
,,,,,,
# Ambassador Murdered,,,,,,
IndEvo_bountyHunterHail,BeginFleetEncounter,"$IndEvo_bountyHunter score:1000
!$ignorePlayerCommRequests","AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
IndEvo_bountyHunterText,OpenCommLink,"$entity.IndEvo_bountyHunter score:1000
!$entity.ignorePlayerCommRequests",$entity.ignorePlayerCommRequests = true,"""Remember $entity.IndEvo_name? No? Let me refresh your memory, then - you murdered $entity.IndEvo_himOrHer in cold blood while in transit to your Embassy. $entity.IndEvo_theFaction can not let a breach of trust like this go unanswered.""

The comm link goes dead in a crackle of static.",cutCommLinkNoText:Continue,
,,,,,,
